listingId,project_name,coords,address,image_url
5290337,One Nakshatra,"Ramchandpura, Jaipur","['26.850464', '75.659401']",https://is1-3.housingcdn.com/01c16c28/1a1fe0ddbd138b768d6bf13663bd12e1/v0/medium/3_bhk_villa-for-sale-ramchandpura_1-Jaipur-building_view.jpg
8060265,Taruchaya Residency,"Nirman Nagar, Brijlalpura,Jaipur","['26.887179', '75.738452']",https://is1-2.housingcdn.com/01c16c28/e04df12fccc3b3361f2ab756b6d52b2e/v0/medium/3_bhk_apartment-for-sale-brijlalpura-Jaipur-others.jpg
7711169,Taruchaya Residency,"Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/16d8f72209fde28272a8616fb514333c/v0/medium/2_bhk_apartment-for-sale-bhankrota-Jaipur-outside_view.jpg
7834933,Taruchaya Residency,"Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/16d8f72209fde28272a8616fb514333c/v0/medium/1_bhk_apartment-for-sale-bhankrota-Jaipur-others.jpg
7685174,Taruchaya Residency,"Narayan Vihar, Jaipur","['26.87166', '75.712859']",https://is1-2.housingcdn.com/01c16c28/e04df12fccc3b3361f2ab756b6d52b2e/v0/medium/2_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-others.jpg
5304499,One Nakshatra,"Ramchandpura, Jaipur","['26.850464', '75.659401']",https://is1-3.housingcdn.com/01c16c28/1a1fe0ddbd138b768d6bf13663bd12e1/v0/medium/2_bhk_villa-for-sale-ramchandpura_1-Jaipur-building_view.jpg
8450923,"Century park,Shanti Nagar, Brijlalpura,Jaipur","Century park,Shanti Nagar, Brijlalpura,Jaipur","['26.893586', '75.749674']",https://is1-3.housingcdn.com/01c16c28/a58de110e4e86a63099211e535138a09/v0/medium/1_bhk_apartment-for-sale-brijlalpura-Jaipur-hall.jpg
7711169,Taruchaya Residency,"Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/16d8f72209fde28272a8616fb514333c/v0/medium/2_bhk_apartment-for-sale-bhankrota-Jaipur-outside_view.jpg
7834933,Taruchaya Residency,"Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/16d8f72209fde28272a8616fb514333c/v0/medium/1_bhk_apartment-for-sale-bhankrota-Jaipur-others.jpg
7685174,Taruchaya Residency,"Narayan Vihar, Jaipur","['26.87166', '75.712859']",https://is1-2.housingcdn.com/01c16c28/e04df12fccc3b3361f2ab756b6d52b2e/v0/medium/2_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-others.jpg
5304499,One Nakshatra,"Ramchandpura, Jaipur","['26.850464', '75.659401']",https://is1-3.housingcdn.com/01c16c28/1a1fe0ddbd138b768d6bf13663bd12e1/v0/medium/2_bhk_villa-for-sale-ramchandpura_1-Jaipur-building_view.jpg
8450923,"Century park,Shanti Nagar, Brijlalpura,Jaipur","Century park,Shanti Nagar, Brijlalpura,Jaipur","['26.893586', '75.749674']",https://is1-3.housingcdn.com/01c16c28/a58de110e4e86a63099211e535138a09/v0/medium/1_bhk_apartment-for-sale-brijlalpura-Jaipur-hall.jpg
5290311,One Nakshatra,"Ramchandpura, Jaipur","['26.850464', '75.659401']",https://is1-3.housingcdn.com/01c16c28/1a1fe0ddbd138b768d6bf13663bd12e1/v0/medium/2_bhk_villa-for-sale-ramchandpura_1-Jaipur-building_view.jpg
5445586,One Nakshatra,"Ramchandpura, Jaipur","['26.850464', '75.659401']",https://is1-3.housingcdn.com/01c16c28/1a1fe0ddbd138b768d6bf13663bd12e1/v0/medium/3_bhk_villa-for-sale-ramchandpura_1-Jaipur-building_view.jpg
7119173," Gokul Krishnam residency,Bhankrota, Jaipur"," Gokul Krishnam residency,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/1cb503f4ea6ea10995a90ecde103e95b/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7536180,Gokul Bhumija Prime,"Bindayaka, Jaipur","['26.906858', '75.637207']",https://is1-2.housingcdn.com/01c16c28/1cb503f4ea6ea10995a90ecde103e95b/v0/medium/residential_plot-for-sale-bindayaka-Jaipur-plot_view.jpg
7536320,Gokul Bhumija Prime,"Bindayaka, Jaipur","['26.906858', '75.637207']",https://is1-2.housingcdn.com/01c16c28/1cb503f4ea6ea10995a90ecde103e95b/v0/medium/residential_plot-for-sale-bindayaka-Jaipur-plot_view.jpg
7536463,Gokul Bhumija Prime,"Bindayaka, Jaipur","['26.906858', '75.637207']",https://is1-2.housingcdn.com/01c16c28/1cb503f4ea6ea10995a90ecde103e95b/v0/medium/residential_plot-for-sale-bindayaka-Jaipur-plot_view.jpg
7536531,Gokul Bhumija Prime,"Bindayaka, Jaipur","['26.906858', '75.637207']",https://is1-2.housingcdn.com/01c16c28/1cb503f4ea6ea10995a90ecde103e95b/v0/medium/residential_plot-for-sale-bindayaka-Jaipur-plot_view.jpg
7119071,"gokul krisnam residency,Bhankrota, Jaipur","gokul krisnam residency,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/1cb503f4ea6ea10995a90ecde103e95b/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8413147,"Park Metro,Nirman Nagar, Brijlalpura,Jaipur","Park Metro,Nirman Nagar, Brijlalpura,Jaipur","['26.88593', '75.74333']",https://is1-3.housingcdn.com/01c16c28/0a320bed5c0fd003fc988a10a051938d/v0/medium/2_bhk_apartment-for-sale-brijlalpura-Jaipur-bedroom.jpg
8413167,"Park Metro,Nirman Nagar, Brijlalpura,Jaipur","Park Metro,Nirman Nagar, Brijlalpura,Jaipur","['26.88593', '75.74333']",https://is1-3.housingcdn.com/01c16c28/0a320bed5c0fd003fc988a10a051938d/v0/medium/2_bhk_apartment-for-sale-brijlalpura-Jaipur-bedroom.jpg
8414335,"Bhankrota, Jaipur","Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/06385124b14caf4f37a69bc208c092d1/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8414377,"Bhankrota, Jaipur","Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/06385124b14caf4f37a69bc208c092d1/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8401527,"White pearl,Panchsheel Colony, Sushilpura,Jaipur","White pearl,Panchsheel Colony, Sushilpura,Jaipur","['26.897613', '75.757064']",https://is1-2.housingcdn.com/01c16c28/162b4c6af4e3c229d407d77c29280bf8/v0/medium/2_bhk_apartment-for-sale-sushilpura-Jaipur-bedroom.jpg
8399014,"Shree ram residensy,Mahapura, Jaipur","Shree ram residensy,Mahapura, Jaipur","['26.85043', '75.669295']",https://is1-3.housingcdn.com/01c16c28/4c24106f2f09c6ef65a2bf87635b42b3/v0/medium/residential_plot-for-sale-mahapura-Jaipur-plot_view.jpg
8367240,Shree Balaji S B Heights,"Vardhman Nagar, Karni Vihar,Jaipur","['26.884045', '75.737412']",https://is1-2.housingcdn.com/01c16c28/9f04a269ad49fa4ede70a46fbb60e7ac/v0/medium/3_bhk_apartment-for-sale-karni_vihar-Jaipur-hall.jpg
8414335,"Bhankrota, Jaipur","Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/06385124b14caf4f37a69bc208c092d1/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8414377,"Bhankrota, Jaipur","Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/06385124b14caf4f37a69bc208c092d1/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8401527,"White pearl,Panchsheel Colony, Sushilpura,Jaipur","White pearl,Panchsheel Colony, Sushilpura,Jaipur","['26.897613', '75.757064']",https://is1-2.housingcdn.com/01c16c28/162b4c6af4e3c229d407d77c29280bf8/v0/medium/2_bhk_apartment-for-sale-sushilpura-Jaipur-bedroom.jpg
8399014,"Shree ram residensy,Mahapura, Jaipur","Shree ram residensy,Mahapura, Jaipur","['26.85043', '75.669295']",https://is1-3.housingcdn.com/01c16c28/4c24106f2f09c6ef65a2bf87635b42b3/v0/medium/residential_plot-for-sale-mahapura-Jaipur-plot_view.jpg
8367240,Shree Balaji S B Heights,"Vardhman Nagar, Karni Vihar,Jaipur","['26.884045', '75.737412']",https://is1-2.housingcdn.com/01c16c28/9f04a269ad49fa4ede70a46fbb60e7ac/v0/medium/3_bhk_apartment-for-sale-karni_vihar-Jaipur-hall.jpg
8361696,Shree Radha Villa,"Jaisinghpura, Jaipur","['26.833193', '75.693626']",https://is1-3.housingcdn.com/01c16c28/2bb0c42d07e71879f07744809a679cc8/v0/medium/residential_plot-for-sale-jaisinghpura_1-Jaipur-plot_view.jpg
8346208,"Shyam villa,Bhankrota, Jaipur","Shyam villa,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/2bb0c42d07e71879f07744809a679cc8/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8346269,"Shyam villa,Mahapura, Jaipur","Shyam villa,Mahapura, Jaipur","['26.85043', '75.669295']",https://is1-2.housingcdn.com/01c16c28/00f1ad691e3e619e08916e104c2d6ba8/v0/medium/residential_plot-for-sale-mahapura-Jaipur-plot_view.jpg
8348786,"Om sai villa,Mahapura, Jaipur","Om sai villa,Mahapura, Jaipur","['26.85043', '75.669295']",https://is1-2.housingcdn.com/01c16c28/42185543f1b2a54a345af9ad14009fda/v0/medium/residential_plot-for-sale-mahapura-Jaipur-plot_view.jpg
7048540,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
7048611,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
7051640,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
6991002,"the royal city ext,Bhankrota, Jaipur","the royal city ext,Bhankrota, Jaipur","['26.868319', '75.697277']",https://is1-3.housingcdn.com/01c16c28/22e93f05f9965300cbbaa4750d086ebc/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7001454,"the park royal,Bhankrota, Jaipur","the park royal,Bhankrota, Jaipur","['26.864965', '75.699131']",https://is1-2.housingcdn.com/01c16c28/1003a51f6f51bb7db128034a2005fd95/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7001572,"the  royal park,Bhankrota, Jaipur","the  royal park,Bhankrota, Jaipur","['26.865455', '75.698994']",https://is1-2.housingcdn.com/01c16c28/1003a51f6f51bb7db128034a2005fd95/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7001727,"the royal city extantion,Bhankrota, Jaipur","the royal city extantion,Bhankrota, Jaipur","['26.863985', '75.699818']",https://is1-3.housingcdn.com/01c16c28/22e93f05f9965300cbbaa4750d086ebc/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7015953,"the royal city ex,Bhankrota, Jaipur","the royal city ex,Bhankrota, Jaipur","['26.858595', '75.700642']",https://is1-3.housingcdn.com/01c16c28/55642de1008eb43d64e82af20e525712/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7051343,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
7051586,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
7051748,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
7001727,"the royal city extantion,Bhankrota, Jaipur","the royal city extantion,Bhankrota, Jaipur","['26.863985', '75.699818']",https://is1-3.housingcdn.com/01c16c28/22e93f05f9965300cbbaa4750d086ebc/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7015953,"the royal city ex,Bhankrota, Jaipur","the royal city ex,Bhankrota, Jaipur","['26.858595', '75.700642']",https://is1-3.housingcdn.com/01c16c28/55642de1008eb43d64e82af20e525712/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7051343,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
7051586,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
7051748,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
6989524,"Kisaan Green Residency ,Jaisinghpura, Jaipur","Kisaan Green Residency ,Jaisinghpura, Jaipur","['26.832527', '75.693947']",https://is1-3.housingcdn.com/01c16c28/0de50bac9fdcd9f6a918555f47b9e092/v0/medium/residential_plot-for-sale-jaisinghpura_1-Jaipur-plot_view.jpg
6989695,"Krishna Residency Bhankrota,Bhankrota, Jaipur","Krishna Residency Bhankrota,Bhankrota, Jaipur","['26.86766', '75.705448']",https://is1-3.housingcdn.com/01c16c28/0de50bac9fdcd9f6a918555f47b9e092/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7009077,"the royal park,Bhankrota, Jaipur","the royal park,Bhankrota, Jaipur","['26.861167', '75.701328']",https://is1-2.housingcdn.com/01c16c28/1003a51f6f51bb7db128034a2005fd95/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7010683,"the royal park,Bhankrota, Jaipur","the royal park,Bhankrota, Jaipur","['26.863495', '75.697346']",https://is1-2.housingcdn.com/01c16c28/1003a51f6f51bb7db128034a2005fd95/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7010691,"the park royal,Bhankrota, Jaipur","the park royal,Bhankrota, Jaipur","['26.86031', '75.699268']",https://is1-2.housingcdn.com/01c16c28/1003a51f6f51bb7db128034a2005fd95/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7015760,"the royal city ext,Bhankrota, Jaipur","the royal city ext,Bhankrota, Jaipur","['26.860432', '75.70023']",https://is1-3.housingcdn.com/01c16c28/55642de1008eb43d64e82af20e525712/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7015890,"the royal city ex,Bhankrota, Jaipur","the royal city ex,Bhankrota, Jaipur","['26.861167', '75.69968']",https://is1-3.housingcdn.com/01c16c28/55642de1008eb43d64e82af20e525712/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7016038,"the royal city ex,Bhankrota, Jaipur","the royal city ex,Bhankrota, Jaipur","['26.858595', '75.700642']",https://is1-3.housingcdn.com/01c16c28/55642de1008eb43d64e82af20e525712/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
7051831,Gokul Kripa Vaishali Extension,"Ganpati Nagar, Jaipur","['26.91267', '75.786644']",https://is1-3.housingcdn.com/01c16c28/32986516ebeba7cb3a8f8ca54bf727ab/v0/medium/residential_plot-for-sale-ganpati_nagar_jaipur-Jaipur-plot_view.jpg
8301436,Shree Radha Villa,"Jaisinghpura, Jaipur","['26.833193', '75.693626']",https://is1-2.housingcdn.com/01c16c28/dfd9ce2ae319b8e93d97aa3534996352/v0/medium/residential_plot-for-sale-jaisinghpura_1-Jaipur-plot_view.jpg
8294110,"Ram villa,Bhankrota, Jaipur","Ram villa,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/4dbb666bccc0358fba6ee733fbe3b022/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8198793,White Pearl Apartment,"Panchsheel Colony, Sushilpura,Jaipur","['26.897613', '75.757064']",https://is1-2.housingcdn.com/01c16c28/01d7e576607745ccfbe51bc9c21a951c/v0/medium/2_bhk_apartment-for-sale-sushilpura-Jaipur-kitchen.jpg
8284917,"Radhe residency,Bhankrota, Jaipur","Radhe residency,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/62555effa7dff8ea2db24f26e07a80fa/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8220428,"Balaji home Green,Narayan Vihar, Jaipur","Balaji home Green,Narayan Vihar, Jaipur","['26.864345', '75.72465']",https://is1-3.housingcdn.com/01c16c28/285ef6186ba9bb1c75c7ef27f4531b6e/v0/medium/3_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-hall.jpg
8220651,Kedia Virasat,"Gajsinghpur, Jaipur","['26.87896', '75.72522']",https://is1-2.housingcdn.com/01c16c28/41b39cbd530009027849292805630202/v0/medium/3_bhk_villa-for-sale-gajsinghpur-Jaipur-hall.jpg
8294110,"Ram villa,Bhankrota, Jaipur","Ram villa,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/4dbb666bccc0358fba6ee733fbe3b022/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8198793,White Pearl Apartment,"Panchsheel Colony, Sushilpura,Jaipur","['26.897613', '75.757064']",https://is1-2.housingcdn.com/01c16c28/01d7e576607745ccfbe51bc9c21a951c/v0/medium/2_bhk_apartment-for-sale-sushilpura-Jaipur-kitchen.jpg
8284917,"Radhe residency,Bhankrota, Jaipur","Radhe residency,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/62555effa7dff8ea2db24f26e07a80fa/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8220428,"Balaji home Green,Narayan Vihar, Jaipur","Balaji home Green,Narayan Vihar, Jaipur","['26.864345', '75.72465']",https://is1-3.housingcdn.com/01c16c28/285ef6186ba9bb1c75c7ef27f4531b6e/v0/medium/3_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-hall.jpg
8220651,Kedia Virasat,"Gajsinghpur, Jaipur","['26.87896', '75.72522']",https://is1-2.housingcdn.com/01c16c28/41b39cbd530009027849292805630202/v0/medium/3_bhk_villa-for-sale-gajsinghpur-Jaipur-hall.jpg
8220292,"Balaji home Green,Narayan Vihar, Jaipur","Balaji home Green,Narayan Vihar, Jaipur","['26.864345', '75.72465']",https://is1-3.housingcdn.com/01c16c28/52d62d16d7e8317e533a470320245b75/v0/medium/3_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-hall.jpg
8220350,"Balaji Home Green,Narayan Vihar, Jaipur","Balaji Home Green,Narayan Vihar, Jaipur","['26.864345', '75.72465']",https://is1-3.housingcdn.com/01c16c28/259650cf4942298f4609a07eaf868457/v0/medium/3_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-kitchen.jpg
8220708,Kedia Virasat,"Gajsinghpur, Jaipur","['26.87896', '75.72522']",https://is1-2.housingcdn.com/01c16c28/41b39cbd530009027849292805630202/v0/medium/5_bhk_villa-for-sale-gajsinghpur-Jaipur-hall.jpg
8214953,"SK Homes,Vidhyut Nagar, Jaipur","SK Homes,Vidhyut Nagar, Jaipur","['26.897573', '75.750033']",https://is1-3.housingcdn.com/01c16c28/772fbadf2c57b9ea2aae196f4c2913e0/v0/medium/4_bhk_independent_house-for-sale-vidhyut_nagar-Jaipur-kitchen.jpg
8214840,"SK Homes,Vidhyut Nagar, Jaipur","SK Homes,Vidhyut Nagar, Jaipur","['26.897573', '75.750033']",https://is1-2.housingcdn.com/01c16c28/84cf890ce0a4b310ce9d73c6c5c061cf/v0/medium/4_bhk_independent_house-for-sale-vidhyut_nagar-Jaipur-hall.jpg
7835069,"Taruchaya Resideny,Bhankrota, Jaipur","Taruchaya Resideny,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/16d8f72209fde28272a8616fb514333c/v0/medium/2_bhk_apartment-for-sale-bhankrota-Jaipur-others.jpg
7837201,Taruchaya Residency,"Narayan Vihar, Jaipur","['26.87166', '75.712859']",https://is1-3.housingcdn.com/01c16c28/b5eead1001c693b2bde0b8eaaeaa7f7a/v0/medium/2_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-others.jpg
8175029,"Narayan Vihar, Jaipur","Narayan Vihar, Jaipur","['26.864345', '75.72465']",
8155255,Shree Radha Villa,"Jaisinghpura, Jaipur","['26.833193', '75.693626']",https://is1-3.housingcdn.com/01c16c28/ecf21a43ff78260f3b6c6b46bb6df4c6/v0/medium/residential_plot-for-sale-jaisinghpura_1-Jaipur-plot_view.jpg
8157213,"Shanti enclave,Bhankrota, Jaipur","Shanti enclave,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/8c3b963544f9d30a9c43677d06c4f591/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8098180,"Kothari kalash,Vidhyut Nagar, Jaipur","Kothari kalash,Vidhyut Nagar, Jaipur","['26.897573', '75.750033']",https://is1-3.housingcdn.com/01c16c28/c05e1dd79295a3c8d1e83baaac57ded4/v0/medium/3_bhk_apartment-for-sale-vidhyut_nagar-Jaipur-hall.jpg
8107014,"Singal Apartment ,Nirman Nagar, Brijlalpura,Jaipur","Singal Apartment ,Nirman Nagar, Brijlalpura,Jaipur","['26.88593', '75.74333']",https://is1-3.housingcdn.com/01c16c28/45043b82d24ebe30e1ac991ac77d4089/v0/medium/3_bhk_independent_floor-for-sale-brijlalpura-Jaipur-others.jpg
8075444,"Shree govind residency,Bhankrota, Jaipur","Shree govind residency,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/2e2ca65b4f2a08e2b9164c23008a2455/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8088422,"Balaji Home Green,Narayan Vihar, Jaipur","Balaji Home Green,Narayan Vihar, Jaipur","['26.864345', '75.72465']",https://is1-3.housingcdn.com/01c16c28/285ef6186ba9bb1c75c7ef27f4531b6e/v0/medium/3_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-hall.jpg
8088368,"Balaji Home green,Narayan Vihar, Jaipur","Balaji Home green,Narayan Vihar, Jaipur","['26.864345', '75.72465']",https://is1-3.housingcdn.com/01c16c28/259650cf4942298f4609a07eaf868457/v0/medium/3_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-kitchen.jpg
8098180,"Kothari kalash,Vidhyut Nagar, Jaipur","Kothari kalash,Vidhyut Nagar, Jaipur","['26.897573', '75.750033']",https://is1-3.housingcdn.com/01c16c28/c05e1dd79295a3c8d1e83baaac57ded4/v0/medium/3_bhk_apartment-for-sale-vidhyut_nagar-Jaipur-hall.jpg
8107014,"Singal Apartment ,Nirman Nagar, Brijlalpura,Jaipur","Singal Apartment ,Nirman Nagar, Brijlalpura,Jaipur","['26.88593', '75.74333']",https://is1-3.housingcdn.com/01c16c28/45043b82d24ebe30e1ac991ac77d4089/v0/medium/3_bhk_independent_floor-for-sale-brijlalpura-Jaipur-others.jpg
8075444,"Shree govind residency,Bhankrota, Jaipur","Shree govind residency,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/2e2ca65b4f2a08e2b9164c23008a2455/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8088422,"Balaji Home Green,Narayan Vihar, Jaipur","Balaji Home Green,Narayan Vihar, Jaipur","['26.864345', '75.72465']",https://is1-3.housingcdn.com/01c16c28/285ef6186ba9bb1c75c7ef27f4531b6e/v0/medium/3_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-hall.jpg
8088368,"Balaji Home green,Narayan Vihar, Jaipur","Balaji Home green,Narayan Vihar, Jaipur","['26.864345', '75.72465']",https://is1-3.housingcdn.com/01c16c28/259650cf4942298f4609a07eaf868457/v0/medium/3_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-kitchen.jpg
8088395,"Balaji Home Green,Narayan Vihar, Jaipur","Balaji Home Green,Narayan Vihar, Jaipur","['26.864345', '75.72465']",https://is1-3.housingcdn.com/01c16c28/bd52f8331243d7bb66c589996cd4dc9e/v0/medium/3_bhk_apartment-for-sale-narayan_vihar_jaipur-Jaipur-bedroom.jpg
8074034," Shri Radha Govind,Bhankrota, Jaipur"," Shri Radha Govind,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/1636efb68944d701413b6dd0e27813cc/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8075340,"Shree radhe residency,Bhankrota, Jaipur","Shree radhe residency,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-2.housingcdn.com/01c16c28/367c4371b952a3ef315153ac3eaf8dae/v0/medium/residential_plot-for-sale-bhankrota-Jaipur-plot_view.jpg
8044357,"Aanchal,Nirman Nagar, Brijlalpura,Jaipur","Aanchal,Nirman Nagar, Brijlalpura,Jaipur","['26.892284', '75.74564']",https://is1-3.housingcdn.com/01c16c28/160bdade33e58f23d9662cc4a2fd12f8/v0/medium/4_bhk_apartment-for-sale-brijlalpura-Jaipur-others.jpg
8041068,"Kalash,Vidhyut Nagar, Jaipur","Kalash,Vidhyut Nagar, Jaipur","['26.897573', '75.750033']",https://is1-3.housingcdn.com/01c16c28/813b077821809ea6fe8b28a16497e9df/v0/medium/3_bhk_apartment-for-sale-vidhyut_nagar-Jaipur-others.jpg
8043599,"Square arcade ,Bhankrota, Jaipur","Square arcade ,Bhankrota, Jaipur","['26.869242', '75.696717']",https://is1-3.housingcdn.com/01c16c28/48e60a833a1ae2c46f9e5bb3ecc3468f/v0/medium/3_bhk_apartment-for-sale-bhankrota-Jaipur-others.jpg
8043713,Shreenath Square Arcade,"Jaisinghpura, Jaipur","['26.830683', '75.688393']",https://is1-3.housingcdn.com/01c16c28/a0a4fe2f8d07bfcb650dfca3544d097a/v0/medium/2_bhk_apartment-for-sale-jaisinghpura_1-Jaipur-others.jpg
8043145,"Kalash,Vidhyut Nagar, Jaipur","Kalash,Vidhyut Nagar, Jaipur","['26.897573', '75.750033']",https://is1-3.housingcdn.com/01c16c28/203ccf5c6a19e97cc43a8342eae28a6e/v0/medium/3_bhk_apartment-for-sale-vidhyut_nagar-Jaipur-hall.jpg
